,MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnit1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemapproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Target
3751,1,8,2,12,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,8,8,7,13.93714,0,0,8,8,7,13.93714,0,10.8,1.4,1.74,1
3752,1,1,1,5,1,1,1,3,1,3,11,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.58333,0,15.5,2.8,-4.06,1
3753,1,1,2,15,1,1,1,1,1,10,5,1,0,0,1,0,0,18,0,0,6,6,6,11.66667,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,1
3754,1,14,4,12,1,-1,1,22,27,10,10,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,1
3755,1,12,1,6,1,12,1,13,27,8,-1,0,0,0,1,0,0,26,0,0,5,11,1,12,1,0,5,12,0,0,4,10.8,1.4,1.74,0
3756,1,-1,4,12,1,1,1,3,1,4,5,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.62222,0,13.9,-0.3,0.79,0
3757,1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,1
3758,1,1,2,12,1,1,1,1,3,5,4,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,1
3760,1,8,1,17,0,1,1,23,27,-1,8,0,0,0,1,0,0,20,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,0
3761,1,-1,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,29,0,13,15,19,13,11.76923,0,12,14,17,14,11.92857,0,9.4,-0.8,-3.12,1
3762,1,-1,1,10,1,-1,1,1,1,5,11,0,0,1,0,0,0,27,0,0,6,8,0,0,0,0,5,6,0,0,0,16.2,0.3,-0.92,0
3763,1,1,1,6,1,1,1,13,28,6,8,1,0,0,1,0,1,21,0,0,6,8,6,13.28571,0,0,6,11,6,13,0,11.1,0.6,2.02,1
3764,1,1,1,10,1,1,1,1,14,5,10,0,0,0,1,0,1,20,0,0,6,6,6,11.66667,0,0,6,8,6,11.16667,0,15.5,2.8,-4.06,1
3765,1,8,1,10,1,1,1,13,28,4,8,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,1
3766,1,1,1,12,1,1,1,22,28,-1,7,1,0,0,1,0,1,22,0,0,7,9,6,13.08167,0,0,8,12,6,13.15,0,11.1,0.6,2.02,1
3767,1,-1,3,5,1,1,1,23,27,10,8,1,0,0,1,0,1,19,0,0,6,6,6,12.66667,0,0,6,6,6,13,0,15.5,2.8,-4.06,1
3768,1,8,1,15,1,1,1,22,1,10,9,1,0,1,0,0,0,19,0,0,6,6,3,11.33333,0,0,6,6,0,0,0,12.4,0.5,1.79,0
3770,1,1,3,15,1,1,1,1,1,5,5,1,0,0,1,0,1,18,0,0,6,6,6,13.16667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,0
3771,1,15,1,-1,1,14,1,1,14,5,9,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,0
3772,1,15,1,4,1,14,1,1,1,5,4,1,0,0,1,0,0,20,0,0,6,10,5,11.66667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,1
3773,1,1,4,10,1,1,1,1,28,10,8,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.42857,0,11.1,0.6,2.02,1
3774,1,12,1,6,1,12,1,22,27,10,10,1,0,1,0,0,1,26,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,0
3775,1,1,1,10,1,1,1,1,14,5,8,1,0,0,1,0,1,18,0,0,6,6,6,13.16667,0,0,6,7,6,14.14286,0,11.1,0.6,2.02,1
3776,1,1,1,6,1,1,1,22,27,5,10,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,0
3777,1,15,1,4,1,14,1,3,1,3,7,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,1
3778,1,1,1,5,1,1,1,13,-1,8,4,1,0,0,1,0,0,19,0,0,6,6,6,13.16667,0,0,6,6,6,12.66667,0,15.5,2.8,-4.06,1
3781,1,-1,1,12,1,1,1,3,3,-1,-1,1,0,0,1,0,0,18,0,0,8,8,7,13.15429,0,0,8,8,7,13.15429,0,10.8,1.4,1.74,1
3782,1,1,3,5,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,6,6,12.83333,0,0,6,6,6,12.83333,0,9.4,-0.8,-3.12,1
3783,1,8,2,16,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,10,7,12.14286,0,0,7,7,7,13.14286,0,12.4,0.5,1.79,1
3785,1,-1,1,3,0,-1,1,22,14,10,4,0,0,0,1,0,0,36,0,6,10,15,4,13,0,5,9,10,4,13.75,0,8.9,1.4,3.51,0
3787,1,8,2,2,1,1,-1,1,1,3,4,1,0,0,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,0
3788,1,1,1,10,1,1,1,23,28,10,9,1,0,0,1,1,0,18,0,0,6,9,5,11,0,0,6,12,0,0,0,11.1,0.6,2.02,0
3790,1,8,1,10,1,1,1,1,-1,5,3,1,0,1,0,1,0,20,0,3,9,9,3,13.33333,0,2,6,6,2,12.5,0,8.9,1.4,3.51,0
3791,1,1,2,12,1,1,1,13,14,5,8,1,0,0,1,1,0,18,0,0,7,9,7,14.59444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,1
3792,1,15,1,-1,1,14,1,3,1,4,7,1,0,1,1,1,0,20,0,2,6,9,4,11,0,1,6,13,3,10.66667,0,12.4,0.5,1.79,0
3793,1,-1,1,7,1,1,1,13,1,-1,4,1,0,1,0,1,0,24,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,0
3794,1,8,1,15,1,1,1,13,28,6,8,1,0,0,1,1,0,19,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,0
3795,1,8,1,7,1,1,1,13,14,8,10,1,0,0,1,1,0,18,0,0,5,9,1,12,0,0,5,10,2,12,3,7.6,2.6,0.32,0
3796,1,1,3,7,1,1,1,-1,28,3,8,1,0,0,1,1,0,18,0,0,5,8,5,14,0,0,5,6,5,13.2,0,8.9,1.4,3.51,1
3797,1,1,1,11,1,1,1,1,14,5,5,0,0,0,1,1,0,18,0,0,6,8,6,13.57143,0,0,6,7,5,11.8,0,8.9,1.4,3.51,1
3798,1,14,2,14,1,1,1,3,14,-1,8,1,0,0,1,1,0,22,0,0,6,12,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,0
3799,1,1,1,14,1,1,1,13,28,10,10,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.85714,0,11.1,0.6,2.02,1
3800,2,12,1,6,1,-1,1,1,-1,6,4,1,0,1,0,0,0,32,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,0
3801,1,8,1,16,1,1,1,-1,14,-1,4,1,0,0,1,0,1,21,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,0
3802,1,-1,1,12,1,1,1,22,27,-1,7,1,0,0,1,0,1,19,0,0,8,8,7,13.54286,0,0,8,8,7,13.54286,0,12.7,3.7,-1.7,1
3803,-1,14,1,3,0,1,1,23,27,10,10,0,0,0,1,0,1,39,0,3,9,9,9,13.11111,0,2,7,10,7,11.71429,0,12.7,3.7,-1.7,1
3804,1,14,1,3,0,-1,1,-1,-1,-1,-1,1,0,0,1,0,0,30,0,3,9,11,9,12.66667,0,2,7,7,7,12.14286,0,7.6,2.6,0.32,1
3805,1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,5,10,4,10.75,1,0,5,13,2,10,0,9.4,-0.8,-3.12,0
3806,2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,0,0,38,0,4,10,14,4,10.75,0,2,10,10,2,10,0,7.6,2.6,0.32,0
3807,1,1,3,5,1,1,1,-1,27,6,8,1,0,0,1,0,0,20,0,0,6,6,6,13.66667,0,0,6,6,6,13.33333,0,9.4,-0.8,-3.12,1
3808,1,12,1,3,0,12,1,-1,-1,-1,-1,0,0,0,1,0,0,55,0,0,6,6,6,13.83333,0,1,6,6,6,12.83333,0,7.6,2.6,0.32,1
3809,-1,-1,1,5,1,-1,1,-1,-1,-1,-1,0,0,0,1,0,0,53,0,15,18,18,17,13.17647,0,13,18,18,16,13,0,7.6,2.6,0.32,0
3810,2,12,1,3,0,1,1,-1,-1,-1,-1,0,0,0,1,0,0,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,0
3812,1,12,1,3,0,1,1,22,27,10,9,0,0,1,0,0,0,44,0,2,8,12,4,12,2,2,7,9,4,12,2,8.9,1.4,3.51,0
3813,1,14,1,10,1,1,1,22,27,10,7,1,0,0,1,0,0,28,0,8,11,11,9,11.66667,0,8,11,13,9,12.55556,0,10.8,1.4,1.74,1
3814,1,-1,1,3,0,-1,1,13,14,10,5,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.90909,0,8.9,1.4,3.51,1
3815,1,14,1,10,1,1,1,-1,-1,-1,-1,1,0,0,1,0,0,20,0,8,10,14,9,12.33333,0,3,7,10,7,11.77778,0,7.6,2.6,0.32,1
3817,1,1,1,10,1,1,1,13,14,10,10,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11,0,8.9,1.4,3.51,0
3818,1,8,1,4,1,1,1,23,27,6,10,1,0,0,1,1,1,23,0,17,18,19,18,11.89474,0,12,13,13,13,12.92308,0,15.5,2.8,-4.06,1
3819,1,8,1,10,1,1,1,13,27,-1,7,0,0,0,1,1,0,22,0,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,0
3820,1,12,1,11,1,1,1,3,14,4,6,0,0,0,0,1,0,24,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,0
3822,1,12,1,4,1,1,1,1,28,6,7,0,0,0,1,1,0,26,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,0
3823,1,8,-1,15,1,1,1,22,27,6,6,1,0,0,1,1,0,18,0,0,6,6,6,15.16667,0,0,6,6,6,14.83333,0,9.4,-0.8,-3.12,1
3824,1,15,1,-1,1,14,1,23,14,10,10,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,0
3826,1,1,1,2,1,1,1,1,28,8,9,1,0,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,0
3827,1,12,1,11,1,12,1,22,27,10,5,0,0,0,1,1,0,27,0,0,6,11,3,11.33333,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,0
3828,1,15,1,4,1,14,1,22,27,10,7,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,1
3829,1,1,1,7,1,1,1,-1,1,5,11,1,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,10,1,14,3,7.6,2.6,0.32,0
3830,1,1,1,6,1,1,1,23,28,5,10,0,0,0,1,1,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,0
3831,1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,0,0,8,8,7,12.36571,0,0,8,8,7,12.36571,0,10.8,1.4,1.74,1
3834,1,1,1,10,1,1,1,23,14,-1,11,1,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,0
3835,1,1,1,15,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,0,6,10,4,14,0,0,6,9,6,12.33333,0,9.4,-0.8,-3.12,1
3836,2,12,1,4,1,1,1,-1,-1,-1,5,0,0,0,1,1,0,30,0,3,12,12,3,12,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,0
3837,1,14,1,15,1,1,1,1,3,10,4,0,0,0,0,1,0,22,0,0,4,4,0,0,4,0,5,8,3,12,0,10.8,1.4,1.74,0
3838,1,8,1,9,1,1,1,3,28,-1,10,0,0,0,0,1,0,19,0,0,5,13,4,10,0,0,5,7,3,11.33333,0,15.5,2.8,-4.06,0
3839,1,1,1,9,1,1,1,23,1,10,9,0,0,0,1,1,0,21,0,0,5,9,1,10,0,0,5,10,1,10,0,7.6,2.6,0.32,0
3840,1,1,2,2,1,1,1,22,27,10,10,1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,0
3843,1,12,1,4,1,12,1,3,1,3,9,1,0,0,1,1,0,35,0,0,6,13,3,11.75,0,0,6,10,0,0,0,13.9,-0.3,0.79,0
3844,1,-1,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,20,0,0,5,8,1,10,0,0,5,7,1,11,0,7.6,2.6,0.32,0
3845,1,1,1,-1,1,1,1,-1,-1,5,6,0,0,0,1,1,0,21,0,0,5,8,3,14,0,0,5,5,5,12.8,0,7.6,2.6,0.32,1
3846,1,12,1,6,1,-1,1,-1,-1,-1,-1,0,0,1,0,1,0,27,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,0
3847,1,14,1,15,1,1,1,22,28,10,6,1,0,0,0,1,0,26,0,0,6,12,3,12,0,0,6,15,0,0,0,9.4,-0.8,-3.12,0
3848,1,8,1,15,1,1,1,1,-1,4,4,0,0,0,0,1,0,20,0,0,6,10,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,0
3849,1,12,1,4,1,1,1,22,27,-1,7,0,0,1,0,1,0,28,0,4,10,19,8,11.88889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,0
3850,1,1,3,15,1,1,1,13,28,10,8,1,0,0,1,1,0,19,0,0,6,6,6,13.83333,0,0,6,6,6,13.66667,0,11.1,0.6,2.02,1
3851,1,14,1,17,0,1,1,22,14,10,10,0,0,0,0,1,0,47,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,0
3852,-1,12,1,15,1,-1,1,22,27,5,10,0,0,0,0,1,0,55,0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,0
3853,1,14,1,4,1,1,1,22,27,6,10,1,0,0,1,1,0,39,0,0,6,8,0,0,0,1,6,8,2,11,0,16.2,0.3,-0.92,0
3854,2,1,1,4,1,1,1,22,27,10,10,1,0,1,1,1,0,35,0,14,17,17,14,10.64286,1,12,12,12,12,10.66667,0,15.5,2.8,-4.06,0
3855,1,12,1,10,1,1,1,22,-1,-1,5,0,0,0,0,1,0,32,0,0,6,10,2,11,0,0,6,12,0,0,0,7.6,2.6,0.32,0
3856,1,1,4,15,1,1,1,3,-1,3,10,1,0,0,1,1,0,20,0,0,6,6,6,16.83333,0,0,6,6,6,16.66667,0,8.9,1.4,3.51,1
3857,1,12,1,11,1,1,1,22,27,10,10,0,0,0,1,1,0,36,0,0,6,8,6,13.57143,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,1
3858,1,12,1,17,0,12,1,23,14,10,11,0,0,1,1,1,1,34,0,0,5,11,5,14.71429,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,1
3859,1,1,1,14,1,1,1,23,14,-1,3,1,0,0,1,1,0,21,0,0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,0
3860,1,14,1,17,0,1,1,22,14,4,11,0,0,0,1,1,1,42,0,0,5,14,1,10,0,0,5,14,1,11,0,13.9,-0.3,0.79,0
3861,1,12,1,4,1,12,1,22,14,10,8,0,0,0,1,1,0,25,0,0,6,15,1,11,0,0,6,13,4,11.75,0,12.4,0.5,1.79,0
3862,1,-1,1,15,1,1,1,23,28,-1,8,1,0,0,1,1,1,18,0,0,6,6,1,11,0,0,6,0,0,0,0,8.9,1.4,3.51,0
3863,1,1,1,15,1,1,1,13,28,10,10,0,0,0,1,1,1,18,0,0,6,6,5,12,0,0,6,6,6,12.83333,0,12.7,3.7,-1.7,1
3864,1,1,2,10,1,1,1,23,14,10,8,1,0,0,1,1,0,19,0,0,6,10,6,11.125,0,0,6,7,6,11.85714,0,7.6,2.6,0.32,1
3865,1,14,1,6,1,1,1,3,14,5,7,0,0,1,0,1,0,34,0,2,6,13,3,11.33333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,0
3866,1,8,2,15,1,1,1,1,1,5,6,0,0,0,1,1,0,20,0,0,6,15,2,12,0,0,6,12,0,0,0,10.8,1.4,1.74,0
3867,1,1,1,12,1,1,1,22,27,8,8,0,0,0,1,1,0,20,0,0,7,8,0,0,1,0,7,7,0,0,0,13.9,-0.3,0.79,0
3868,1,8,1,12,1,1,1,13,14,5,10,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,1
3869,1,15,1,4,1,14,1,1,14,4,11,1,0,0,1,1,0,19,0,0,6,9,6,12.16667,0,0,6,14,4,13,0,12.4,0.5,1.79,1
3870,1,12,1,6,1,1,1,1,1,5,5,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.66667,1,9.4,-0.8,-3.12,0
3871,1,8,1,14,1,1,1,1,27,5,6,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.33333,0,11.1,0.6,2.02,1
3872,1,1,1,9,1,1,1,23,28,10,10,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.66667,0,13.9,-0.3,0.79,1
3873,1,14,2,12,1,-1,1,1,14,5,11,0,0,0,1,1,0,22,0,0,7,7,6,12.73333,0,0,7,7,6,12.73333,0,7.6,2.6,0.32,1
3874,1,1,2,5,1,1,1,13,14,4,4,1,1,0,0,1,0,19,0,0,6,9,4,12.5,0,0,6,6,0,0,0,9.4,-0.8,-3.12,0
3875,1,12,1,-1,1,1,1,1,1,-1,-1,1,0,1,0,1,0,41,0,0,5,5,0,0,1,0,5,5,0,0,5,12.7,3.7,-1.7,0
3876,1,14,1,12,1,12,1,-1,-1,-1,-1,1,0,0,1,1,0,27,0,0,7,7,0,0,6,0,7,7,0,0,6,7.6,2.6,0.32,0
3877,1,8,1,12,1,1,1,1,1,5,11,0,0,0,1,0,0,19,0,0,7,7,7,13.44286,0,0,8,8,7,13.77143,0,13.9,-0.3,0.79,0
3878,1,-1,2,12,1,1,-1,1,1,5,4,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,1
3879,1,14,4,12,1,-1,1,23,27,6,10,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,1
3880,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.16667,0,15.5,2.8,-4.06,1
3881,1,8,5,15,1,1,1,13,-1,8,4,1,0,0,1,0,0,22,0,0,6,7,6,13.57143,0,0,6,7,6,15.28571,0,13.9,-0.3,0.79,1
3882,1,1,2,11,1,1,1,1,14,6,8,1,0,0,1,0,1,20,0,0,6,6,6,13.83333,0,0,6,6,6,15,0,11.1,0.6,2.02,1
3883,1,1,1,14,1,1,1,22,28,10,10,1,0,1,0,0,0,18,0,0,6,7,4,11.25,0,0,6,9,4,10.85714,0,10.8,1.4,1.74,0
3884,1,1,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,1
3885,1,-1,1,12,1,-1,1,1,27,10,6,0,0,0,1,0,0,30,0,0,8,8,7,15.67571,0,0,8,8,7,15.67571,0,10.8,1.4,1.74,1
3886,1,-1,1,10,1,1,1,23,28,10,8,0,0,1,1,0,1,18,0,0,6,9,6,10.83333,0,0,6,8,6,12,0,11.1,0.6,2.02,1
3889,1,8,1,6,1,1,1,23,28,6,4,0,0,0,1,0,0,19,0,0,5,7,5,13,1,0,5,7,5,13.33333,0,7.6,2.6,0.32,1
3890,1,1,2,-1,1,1,1,1,28,4,9,1,0,0,1,0,1,21,0,0,7,7,7,12.24286,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,1
3893,1,1,3,9,1,1,1,1,1,6,8,1,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,1
3894,-1,12,1,6,1,1,1,22,27,-1,-1,0,0,0,0,0,0,35,0,0,5,14,1,12,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,0
3896,1,1,1,12,1,1,1,23,27,10,8,1,0,0,1,1,1,18,0,0,7,7,6,13.18333,0,0,7,7,6,13.18333,0,7.6,2.6,0.32,1
3898,1,8,1,12,1,1,1,23,1,10,7,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,1
3899,2,12,1,11,1,1,1,22,27,5,8,1,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,1
3901,1,1,3,12,1,1,1,22,28,10,10,1,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,1
3904,2,12,1,9,1,1,1,23,27,5,8,1,0,0,0,0,0,39,0,0,5,12,3,10.66667,2,0,5,15,3,10.66667,0,9.4,-0.8,-3.12,0
3905,1,-1,-1,12,1,1,1,23,27,10,6,1,0,0,0,0,0,19,0,0,7,14,0,0,0,0,8,0,0,0,0,11.1,0.6,2.02,0
3906,-1,12,1,11,1,1,1,22,27,10,9,0,0,0,1,0,1,36,0,0,6,10,6,11,0,0,6,14,3,11.33333,0,10.8,1.4,1.74,1
3907,1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,8,8,7,13.95714,0,0,8,8,7,13.95714,0,12.7,3.7,-1.7,1
3909,2,12,1,10,1,1,1,23,28,10,8,0,0,1,1,0,1,42,0,0,6,8,6,13.33333,0,0,6,7,6,15.28571,0,11.1,0.6,2.02,1
3910,1,12,1,7,1,1,1,22,27,-1,-1,1,0,0,1,0,0,34,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,0
3912,2,15,1,3,0,14,1,22,14,10,11,0,0,0,1,0,0,33,0,3,6,7,6,15.71429,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,1
3913,1,1,4,11,1,1,1,1,14,10,7,1,0,0,1,0,0,20,0,0,6,8,5,11,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,1
3914,1,1,2,14,1,1,1,-1,-1,-1,6,1,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,1
3915,2,14,1,17,0,-1,1,22,14,10,5,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222,0,16.2,0.3,-0.92,0
3916,1,1,1,9,1,1,1,22,27,10,7,1,0,0,1,0,0,18,0,0,5,6,5,13,0,0,5,5,5,14,0,7.6,2.6,0.32,1
3917,1,8,1,3,0,1,1,23,27,-1,7,0,0,0,1,0,1,24,0,0,6,11,4,12,0,0,6,7,6,13,0,10.8,1.4,1.74,1
3918,1,1,1,16,1,1,1,13,-1,10,8,1,0,0,1,0,0,18,0,0,6,6,6,13.33333,0,0,6,7,6,12.33333,0,7.6,2.6,0.32,1
3920,1,8,1,12,1,1,1,1,1,5,4,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,1
3921,1,1,5,10,1,1,1,23,1,10,6,1,0,0,1,0,1,19,0,0,6,8,6,11,0,0,6,13,3,11,0,9.4,-0.8,-3.12,1
3922,1,8,4,12,1,1,1,23,14,6,8,0,0,0,1,0,1,19,0,0,7,8,6,13.58,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,1
3923,1,1,1,10,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,1
3924,-1,12,1,3,0,1,1,22,27,6,6,0,0,0,1,0,1,38,0,4,9,13,8,12.88889,0,2,7,9,7,13,0,13.9,-0.3,0.79,1
3927,1,8,5,12,1,1,1,13,1,5,4,1,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,1
3928,1,1,2,15,1,1,1,23,27,6,4,1,0,1,0,0,0,18,0,0,6,8,6,14.14286,0,0,6,6,5,12,0,13.9,-0.3,0.79,0
3929,1,1,-1,2,1,1,1,13,27,6,6,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,1
3931,1,1,1,15,1,1,-1,1,1,6,10,0,0,0,1,0,1,18,1,0,6,6,6,13.33333,0,0,6,6,6,14.16667,0,12.7,3.7,-1.7,1
3932,1,1,1,-1,1,1,1,3,1,5,10,1,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.85714,0,13.9,-0.3,0.79,1
3933,1,-1,1,17,0,-1,1,13,14,8,4,0,0,0,1,0,0,26,0,5,10,13,8,12.66667,0,5,10,12,10,13.4,0,11.1,0.6,2.02,1
3935,1,-1,3,14,1,1,1,23,28,10,10,1,0,0,1,0,1,19,0,0,6,10,0,0,0,0,6,6,0,0,0,12.7,3.7,-1.7,0
3937,1,1,1,-1,1,1,1,22,27,10,10,1,0,1,1,0,0,20,0,0,5,10,2,12,2,0,5,9,4,11,0,9.4,-0.8,-3.12,0
3939,1,1,2,12,1,1,1,13,1,6,6,1,0,0,1,0,0,19,0,0,7,7,7,14.20857,0,0,8,9,8,15.12778,0,11.1,0.6,2.02,1
3940,1,1,5,12,1,1,1,3,1,6,11,1,0,0,1,0,0,20,0,0,7,7,7,14.30714,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,1
3942,1,12,1,16,1,12,1,13,-1,10,5,1,0,0,1,0,0,29,0,0,7,14,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,0
3943,1,8,3,10,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,12,0,0,6,12,4,11,0,12.7,3.7,-1.7,1
3944,-1,12,1,9,1,1,1,1,1,5,9,0,0,1,0,0,0,24,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,0
3945,-1,12,1,4,1,1,1,1,1,5,9,0,0,1,0,0,0,27,0,0,6,6,0,0,0,0,6,7,0,0,0,8.9,1.4,3.51,0
3946,1,8,1,15,1,1,1,22,27,10,9,1,0,0,1,0,1,18,0,0,6,7,6,13.85714,0,0,6,7,6,14.28571,0,13.9,-0.3,0.79,1
3947,1,8,2,2,1,1,1,3,1,3,7,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,1
